epoch,optimizer_step,total,classification,regression,ranking,fusion,weight_regularizer,learning_rate,loader_wait_s,validation_total,validation_classification,validation_regression,validation_ranking,validation_fusion,validation_weight_regularizer,validation_best_gain,validation_best_coverage,validation_harm_cost_fraction,validation_probability_threshold,validation_utility_threshold,validation_constraint_feasible,validation_wall_s
14,55622,0.45922625141737294,0.3103168907228613,0.01730621019355449,0.049298077614334725,0.12032533089226881,0.038032104949221456,0.001755987584201243,0.9436565861687995,0.855212542486563,0.5861051460602933,0.03514191639400814,0.09075096512676809,0.20765163396311573,0.10598531616475705,-0.0027453710790723562,0.09016358774004328,1.1824968722729468,0.9,0.1,False,56.966439162002644
15,59595,0.45380470585551513,0.30520641987333663,0.017172139941638753,0.04881831906980155,0.12041707326717377,0.036953022820266045,0.0017217514421249793,0.9527782021032181,0.8661739376348037,0.59692329746145,0.03835904852058932,0.09851435830115271,0.21119422674295382,0.07124149334079034,-0.0001471481955377385,0.1079495400038912,1.0120508383841147,0.9,0.1,False,56.88704309699824
16,63568,0.4504346932466673,0.302026759443972,0.017155500372683992,0.04787522620027344,0.12051131174937847,0.036750441560089935,0.0016856740760387197,1.2611848069354892,0.8232579496649491,0.5583174570957895,0.03995920345671792,0.09381196547029566,0.2083298121415988,0.06589044340017508,-0.0004799102898687124,0.11536941681460096,1.0334739261278703,0.9,0.02,False,57.116003435017774
17,67541,0.4472938186945916,0.3005256919931501,0.01717639027438587,0.04746543286167124,0.11900082438785219,0.03656372638724476,0.0016478543714951912,1.2121723316377029,0.8653114933376055,0.5988371385897571,0.03686462400407092,0.0914917997345694,0.21097483513515544,0.07097129914679036,0.0010173007613047957,0.09321008764880538,0.9225472315109331,0.9,0.1,False,56.636055217008106
18,71514,0.4424926743020106,0.29454824649005673,0.016836544867649978,0.047020840930503745,0.12060027341917438,0.03585345193597432,0.001608395989675746,0.9427136327140033,0.956687048754268,0.679141708994205,0.04033249014611431,0.09270791019351145,0.20456636066979383,0.1481787749743005,0.0011410497827455401,0.16995989157795643,0.9401875072067716,0.9,0.01,False,56.61979976898874
19,75487,0.43910527785524084,0.29242324723709506,0.016360214535520137,0.04631399784284967,0.11976682989753308,0.03578300605695193,0.001567407083262229,1.2249566420796327,0.8670323471782787,0.6028414477039985,0.037686201917578516,0.09617737990644537,0.20817737535519795,0.06563039295653691,0.001479776226915419,0.1310272904035857,0.9032519352274864,0.9,0,False,57.65298263099976
20,79460,0.4359386399718367,0.28959031935182084,0.016306730884948,0.04598726899103606,0.11958767469314141,0.03555235201424926,0.0015249999999980143,1.0225755798164755,0.9052139233618044,0.6327188056254849,0.03444809318069006,0.09293789800353192,0.20456384275683054,0.13736377167768773,-0.0006707640714012086,0.17266077507501448,1.0323295458617527,0.9,0.1,False,57.0434640639869
21,83433,0.4331668132469302,0.2885417559177336,0.015682487738717946,0.04556692030462264,0.1183488953163814,0.03521607007963544,0.001481290974750642,1.0440887114673387,0.8235823204044813,0.564188933992087,0.032656085449680614,0.08646995617211563,0.20992540513132693,0.057612246065744374,0.0060534486547112465,0.11613678192450336,0.600626160479209,0.9,0.02,False,56.9616734200099
22,87406,0.4327732449504806,0.28476323720640645,0.015919592235350583,0.045198265476358114,0.12191891950467709,0.0341586394541635,0.0014363998109201464,1.0447321995161474,0.8893005445444483,0.6201901539557507,0.03594626905462663,0.0930663432210927,0.20638071345350403,0.10744979192283059,-0.0030080191791057587,0.13197954820925986,1.1629909906199905,0.9,0.1,False,56.91637656398234
23,91379,0.42516998493218344,0.2825942763835079,0.015537298543204308,0.04435132580215996,0.11682650910302708,0.034463620803952065,0.0013904495520662339,1.0398926918278448,0.8621984758011666,0.596586317773785,0.03362059279914607,0.09158928766430337,0.2022204271860442,0.11842057616837301,-0.0013317595003172755,0.32240210656828283,1.0456721770093822,0.9,0,False,56.96987115900265
24,95352,0.42492902678996136,0.2794339642647852,0.014990971545785386,0.044370651542352785,0.12014515222801074,0.03380879244455126,0.001343566144654463,1.0163293197692838,0.8797152511134053,0.6162260605274306,0.03622924174532795,0.09153688105085139,0.20729186781660047,0.07599241305469087,0.00436780508607626,0.19261831017743655,0.7698202653309877,0.9,0,False,51.590096212981734
25,99325,0.4220577712615461,0.2780453194567562,0.015071336170155653,0.043941768341042096,0.11878438795507217,0.033534625600934356,0.001295878092845718,0.8728808127634693,0.8073652157649863,0.5460358043143996,0.03621544888244842,0.08943429905443225,0.20847918263521106,0.06191964804232345,0.003135601757094264,0.1251796057314319,0.8071536892352228,0.9,0,False,25.31873677499243
26,103298,0.4188657186263429,0.27425752564272665,0.015017042197301147,0.043601461036518505,0.11945054898933495,0.03374379856773087,0.0012475161062752602,1.037455898389453,0.8978948140113333,0.6301622225681819,0.0341612597848813,0.08588168333288852,0.20583202726980399,0.11674757321978353,0.0015380870318040252,0.2395750126585032,0.9327921524753399,0.9,0,False,25.287088244978804
27,107271,0.4151369579813356,0.27281935263416673,0.014641345488791266,0.04331923760075812,0.11746182897485176,0.03352649932600166,0.0011986127417866676,1.0990462352056056,0.8409921611212511,0.5758641926869539,0.03593461713526758,0.09113760681816507,0.20715321301832415,0.08611522549749348,0.0028271630872040987,0.1692988699793476,0.8600908960302193,0.9,0,False,25.59197934900294
28,111244,0.412093439996205,0.27042393129916237,0.014732974615058677,0.042929199212982036,0.11697782049873989,0.03296451583005846,0.0011493020401027927,1.1144552160403691,0.8288343084047398,0.568423919422004,0.03312743763595092,0.08349592590829236,0.20844543714943284,0.07263625980719149,0.0019533385057002306,0.5128307071722656,0.914140114172483,0.6,0,False,25.616444481012877
29,115217,0.41059530296581176,0.26780545227735925,0.01468556002213151,0.042076647136310714,0.1184314840504646,0.032482069684251144,0.001099719158429394,1.2201910005242098,0.8373968187391815,0.5760063150229748,0.03485148601933773,0.0911730540965445,0.20706080527960297,0.07055346452007237,0.0011926164152100682,0.16108262528292813,0.9392872355189114,0.9,0,False,25.51201180697535
30,119190,0.4085366216111012,0.26589954318842046,0.01419163932819285,0.04212955539233152,0.11855849517444174,0.03225158630916462,0.001049999999998555,1.3623928191664163,0.8686887806417137,0.6067219591235201,0.03136433267749162,0.08439025863884599,0.20335147768354206,0.10917807187461127,0.006061576772481203,0.25951200412806175,0.7717384387139942,0.9,0.1,False,25.46899695499451
31,123163,0.40707094976835545,0.264010447822183,0.014199135784894741,0.041972238481374824,0.118999119519366,0.03234397965956178,0.001000280841567629,0.9963323067640886,0.8272137756097283,0.5651656507286212,0.03534933350462195,0.09171145022019626,0.20815126998781763,0.06647163011717272,0.0023216218687593937,0.13360974589943045,0.871330420531083,0.9,0,False,25.12088859200594
32,127136,0.40599788129779757,0.26296418140415667,0.014150605915925821,0.041228470407410414,0.11928338846032363,0.03183936832715065,0.0009506979598941348,0.9747640870918985,0.826667631416808,0.563020980843786,0.035437015697510704,0.09138354631777423,0.20818224813006714,0.07450004076607813,0.002913661301136017,0.16130860524442694,0.8463466007976598,0.9,0,False,25.689461439003935
33,131109,0.4042590251110406,0.26136141787092076,0.014077267379811976,0.04099966797990813,0.11928578053563346,0.03161643177323398,0.0009013872582102765,0.9850866509077605,0.8683279274470308,0.6029110157698421,0.03743119654190606,0.0961168263416584,0.2079370938710227,0.07367507621118562,0.00309519050642848,0.16539678818426914,0.8316253181784624,0.9,0,False,25.503168294992065
34,135082,0.39942345228876003,0.2589231859062785,0.013792277100277287,0.04076108800609714,0.11715592175915278,0.03128979387914627,0.0008524838937217165,1.0992664999503177,0.8238856159115356,0.5634459872803208,0.03321839840750077,0.08808008045570039,0.20599023502869857,0.07910087720071905,0.004950934089720249,0.18402986319148962,0.7544105043787758,0.9,0,False,25.114208924991544
35,139055,0.3968894848055723,0.2561765992917869,0.013553795577084336,0.040561597705217445,0.11754249198607895,0.03126543929827114,0.0008041219071512812,1.0551774587365799,0.8495092814331813,0.5848685540188396,0.03437525970306663,0.08880621022116367,0.2046114055522653,0.103200685212165,0.001855173846706748,0.2673850493107611,0.9250258448682174,0.9,0,False,25.11965149201569
36,143028,0.3965443779517264,0.2551102668451079,0.013556342202568324,0.040508117812753416,0.11840606473089521,0.030614267210500715,0.0007564338553425626,1.1032016439712606,0.8836190230376109,0.619589504717991,0.03650844295792433,0.08790992946622148,0.20960536146009573,0.07096226684423694,0.0018648881232365966,0.14099216079138907,0.8848047602434007,0.9,0,False,25.15808974497486
37,147001,0.39307462875519145,0.253522707330822,0.013361851760317995,0.039866897316622366,0.11673509170133184,0.03084585788476206,0.0007095504479308171,1.1355853481800295,0.8438725187711932,0.5820583545478623,0.03410197339481485,0.09026891019848654,0.2054698508428436,0.0836304929958016,0.004763081204146147,0.20787860404806244,0.7840215199292871,0.9,0,False,25.422112220985582
38,150974,0.39224206220021995,0.25250460968085386,0.01318350180861883,0.03984136267526747,0.11707743579777755,0.03053973467020553,0.0006636001890769243,1.2119950060150586,0.8694043265498801,0.6046336713558029,0.037669450762508085,0.09628415086514572,0.2100020483243671,0.05931421437739386,0.002745521953329444,0.11836878721267614,0.8188362375649043,0.9,0,False,25.43872788900626
39,154947,0.38846095768219574,0.25002639983651054,0.01300694079048324,0.03945768159545073,0.11604700341920109,0.03009827419639144,0.0006187090252464519,1.1204286494466942,0.8309172249717203,0.5684201605917574,0.036020635376427086,0.08547681789083518,0.2062654664683576,0.08426039103046506,0.002445658901706338,0.17305472944639744,0.8849186961756643,0.9,0.01,False,25.154784688988002
40,158920,0.39013223167487276,0.24966318179095404,0.013046304331528641,0.039087652585959344,0.11816532505894624,0.03004340611805161,0.0005749999999991333,1.1943384660989977,0.8748521220041201,0.6087481981458789,0.035709329322266836,0.0875247047392232,0.20483010522880246,0.10768988042470665,0.0008573737577535212,0.22621681750124167,0.962601164644961,0.9,0.01,False,26.21874789398862
41,162893,0.3876128655799969,0.247295345643171,0.012976597772635521,0.039141997069379666,0.11803723056091564,0.030032439223471197,0.0005325929167350369,1.213684875954641,0.8538369767882402,0.5903908811340438,0.03427092618592675,0.0891554887517106,0.2054428057894886,0.09289477528512961,0.002128623193129897,0.22030387658352135,0.9068759023422746,0.9,0,False,26.456540818006033
42,166866,0.38750286133462464,0.2471706628749743,0.012766686374017547,0.03882425646992668,0.1182878682342504,0.029774503566262826,0.0004916040103216306,1.1351083398621995,0.8654497232051988,0.600187042689298,0.035396574040858976,0.09286309808372391,0.2069317451629756,0.08708436739909928,0.002490150975063443,0.22541078202359618,0.8882477979741659,0.9,0.02,False,25.757985532982275
43,170839,0.3826013162990916,0.24438666923990365,0.012638486394973501,0.0383224515719637,0.11650336088751917,0.02905708459892052,0.0004521456285021947,1.0607069271209184,0.848835783789433,0.5875035013277489,0.03481518476656281,0.09057216330811596,0.20688395844041146,0.07198844905175046,0.002235749736428261,0.1753483656331608,0.883552079514741,0.9,0,False,25.21938701500767
44,174812,0.38567716623812337,0.2432987859780651,0.012660837463471733,0.0381519315061538,0.12068122520603534,0.02914378302780831,0.0004143259239586724,1.3372990255302284,0.8321165006991931,0.572752153416329,0.033289540043499856,0.08782437102351066,0.2070721054710483,0.06845689548326149,0.0031101927161216736,0.17129281081610187,0.8387209887026515,0.9,0.01,False,25.552626689022873
45,178785,0.3838197187886951,0.24226205324598937,0.01245371365179902,0.03793420880941992,0.12007506538603034,0.02886082044093038,0.0003782485578724147,1.2471367146936245,0.8663135421239438,0.6028374509820705,0.03475566101430095,0.09232201012399474,0.20582969454641373,0.08594032537635671,0.002499611582607031,0.22088030675269213,0.8868576943667195,0.9,0.02,False,25.345947298017563
46,182758,0.3828676505796771,0.2419550224000355,0.012616706896110809,0.03826865639692051,0.11922697692449874,0.029050829666794443,0.0003440124157961557,1.2373075702635106,0.8414554544138593,0.5789016421775042,0.036475715161893296,0.09159690364441934,0.20707218779044803,0.07172270039928484,0.002491090213879943,0.1768613437711101,0.8754149302286874,0.9,0.02,False,24.39110436401097
47,186731,0.37861412283799195,0.24028591171850297,0.012284526009951327,0.03755738444039362,0.11705844723819944,0.028690739239669406,0.0003117113366156521,0.8671158087963704,0.8972520891333822,0.629967386389368,0.037261214458723727,0.09467401302539873,0.2076072105706133,0.08689191236297597,0.0009581148624420166,0.10064084050044289,0.9345942564986341,0.9,0.1,False,24.99151670798892
48,190704,0.37605262460811084,0.2392054691056543,0.012390180110546725,0.03741049228891029,0.11561864242367888,0.028404101898170317,0.0002814338553436547,1.180992375826463,0.861373499747764,0.5987527081258278,0.03448968068086397,0.08914897173124145,0.20495503213496258,0.09066838202517981,0.0027201015036553144,0.1333027998554695,0.8503124838049653,0.9,0.1,False,25.50243385898648
49,194677,0.3783659959451516,0.2389900553408938,0.012153447707551219,0.03737427835496179,0.1182961288127901,0.028297532333884826,0.00025326296045177456,1.1526066940859891,0.8622821924772709,0.5989236852793814,0.035395643782377674,0.09130597630623188,0.20579288922278466,0.08520652171789436,0.0017296557780355215,0.2106217832598395,0.9208059352808172,0.9,0.02,False,25.854240316024516
50,198650,0.37626116288033085,0.23799299291578133,0.012258208604396354,0.03729332525234106,0.11715432528390911,0.02830698314314371,0.00022727586640477202,1.069267021957785,0.8477998515247397,0.5865165319773056,0.03379111204674343,0.08745778175824222,0.20558355697020958,0.08469879606215444,0.0025848103687167168,0.23058173526024553,0.8845479510340157,0.9,0.01,False,24.883738395001274
51,202623,0.3725880574910385,0.23635211467190642,0.011982909735464958,0.03695707237889454,0.1154404233874115,0.02782405523938194,0.00020354380202105112,1.303192124934867,0.8733845814822864,0.6091991609901669,0.03466871778506921,0.0907977223935975,0.20482168303557663,0.09664973530811884,-0.0002666446380317211,0.14889904254586367,1.0140849214553027,0.9,0.1,False,25.05958252499113
52,206596,0.372659210816097,0.23558015935122967,0.011915449374810138,0.036762698963314966,0.11634999839671044,0.02790311107160221,0.00018213181523952997,1.1341172234679107,0.8642418870355233,0.6008694191765509,0.035820446351618844,0.09170819577397982,0.20610717719891297,0.08214009000991025,0.001765272580087185,0.10241605206965017,0.8866991902334771,0.9,0.1,False,25.79897615799564
53,210569,0.3749833006347093,0.23510011653993687,0.011986873068578595,0.03705909741842468,0.11901877897191701,0.028030891308039166,0.00016309859482765808,1.2667986362648662,0.8572345004190559,0.5947651924792758,0.034882882296291856,0.09091264922019841,0.20563343205985277,0.08333136432538646,0.0014418828068301082,0.21236194980827958,0.9332034872774119,0.9,0.02,False,26.390278339997167
54,214542,0.36977315943509065,0.23379900948379612,0.011847583036451337,0.03649992964718291,0.1153787352652691,0.0277332407444633,0.00014649630951960304,1.1851380405714735,0.851709329804217,0.5902631048574803,0.033885424048926194,0.0879623450292803,0.2055312709586806,0.08490826765527902,0.002515931846573949,0.19691434634389798,0.8813960159100124,0.9,0.05,False,25.258296949003125
55,218515,0.37226338013575294,0.2345950744226631,0.011847190102947918,0.03700763272388076,0.11692243905174468,0.027851835264536707,0.00013237046502538417,1.1646652648050804,0.8556827436092899,0.5935897113633753,0.0356078442866106,0.09019001120504946,0.20597827478418568,0.07881666299918638,0.00219897273927927,0.09590855424787947,0.8558409297793009,0.9,0.1,False,25.463499244011473
56,222488,0.3731097738253149,0.23467426586135745,0.011847320076303448,0.03674700668341488,0.11778860634568823,0.027682424161706017,0.00012075977930288443,1.17376691577374,0.8772446639560931,0.6119590800435282,0.034745494815804655,0.09265848291335609,0.20545002374033264,0.09649096725330782,0.00037795474054291844,0.16903059430312975,0.9807721748753009,0.9,0.1,False,25.45843940699706
57,226461,0.3718272028249456,0.23293646240010088,0.01177896692628182,0.036549798178428156,0.11833881942289015,0.027624990788269427,0.0001116960764346188,1.1426984122372232,0.8612763527551686,0.5986787768956644,0.034448287170358326,0.09097889814236843,0.20554251328917783,0.08543098371002598,0.0022361704614013433,0.1367202936047671,0.8757623167584391,0.9,0.1,False,25.43533760900027
58,230434,0.36859286836051475,0.2331293037950265,0.011816299532681025,0.036351813145123445,0.11497239893341703,0.027475280723312536,0.00010520419940014007,1.216293844190659,0.8604111103244062,0.5985052564261567,0.03457497514869362,0.09048243922010935,0.20605750393841413,0.07970126207324102,0.0030230556149035692,0.13239888000947425,0.8299320229206044,0.9,0.1,False,25.61717758499435
59,234407,0.36857261797593727,0.2328754750879989,0.011718638235958152,0.03635052450850049,0.11524915850653085,0.027505130993458776,0.00010130194198315489,1.0969333670800552,0.8611334820499145,0.5986415020233353,0.03530310389172557,0.09174936304953524,0.20580401845794444,0.0804953479083996,0.0020260298624634743,0.11071084595054785,0.876945239524175,0.9,0.1,False,25.70930451399181
60,238380,0.3702037121576444,0.23295076763721054,0.011779871956662578,0.03620149606366246,0.11681264287679863,0.027499768525744577,0.0001,1.0863182726607192,0.859865196063311,0.5982897969979578,0.03470482365565256,0.09106570706538003,0.20545748645191275,0.07999536522925521,0.0026717304717749357,0.12134157173292794,0.8435182214335866,0.9,0.1,False,25.265877493016887
